Tanggal,Kode_Transaksi,Pelanggan,sub_total,lokasi_apotek
9/21/2024,TRX061887,Guest,689836,Surabaya
9/16/2024,TRX061888,Guest,983716,Jakarta
8/10/2023,TRX061889,Guest,77816,Semarang
5/1/2024,TRX061890,Rachel Nashiruddin,956226,Surabaya
12/25/2023,TRX061891,Guest,343340,Bandung
3/24/2023,TRX061892,Guest,580556,Bandung
8/7/2023,TRX061893,"Parman Putra, S.Pt",1106970,Jakarta
5/13/2024,TRX061894,Febi Wastuti,741648,Surabaya
3/1/2024,TRX061895,Daruna Suryatmi,452385,Jakarta
11/29/2024,TRX061896,Cakrawala Ardianto,226119,Yogyakarta
7/1/2024,TRX061897,Guest,766535,Yogyakarta
9/22/2023,TRX061898,Guest,285688,Semarang
6/27/2024,TRX061899,Bagas Jailani,386514,Yogyakarta
4/26/2023,TRX061900,Guest,1069251,Yogyakarta
11/7/2023,TRX061901,Guest,630286,Yogyakarta
10/30/2024,TRX061902,"Drs. Kenari Dabukke, M.TI.",255603,Semarang
4/15/2023,TRX061903,Mila Waluyo,276221,Yogyakarta
12/31/2024,TRX061904,Guest,59848,Jakarta
9/1/2024,TRX061905,Jamil Yolanda,615702,Semarang
1/25/2024,TRX061906,Guest,592491,Surabaya
5/21/2024,TRX061907,Guest,145964,Surabaya
7/30/2024,TRX061908,Guest,1323434,Surabaya
9/21/2024,TRX061909,Guest,1507828,Yogyakarta
4/13/2023,TRX061910,"H. Balapati Suartini, M.Ak",202728,Semarang
7/23/2024,TRX061911,"Tgk. Gilda Marpaung, M.TI.",614334,Yogyakarta
10/25/2023,TRX061912,drg. Bella Yuliarti,1215595,Jakarta
12/1/2023,TRX061913,Guest,681017,Semarang
3/11/2023,TRX061914,"Natalia Prasetya, S.I.Kom",627721,Semarang
9/30/2024,TRX061915,Ellis Mayasari,800999,Surabaya
6/7/2023,TRX061916,Guest,896132,Semarang
1/3/2023,TRX061917,Guest,330598,Bandung
6/4/2024,TRX061918,Maida Aryani,1039058,Surabaya
10/6/2023,TRX061919,Keisha Zulaika,641250,Semarang
9/28/2024,TRX061920,Guest,213343,Jakarta
3/12/2024,TRX061921,Ilyas Prasasta,208004,Bandung
12/25/2023,TRX061922,Ozy Putra,603165,Yogyakarta
9/13/2023,TRX061923,Guest,716492,Bandung
6/9/2024,TRX061924,Hj. Puspa Widiastuti,310120,Surabaya
12/11/2023,TRX061925,Guest,974920,Semarang
4/4/2023,TRX061926,"Harsana Wulandari, S.Pt",453521,Yogyakarta
8/6/2024,TRX061927,Guest,442131,Semarang
9/26/2023,TRX061928,Guest,690837,Bandung
2/10/2023,TRX061929,Guest,507368,Jakarta
1/18/2024,TRX061930,Guest,703248,Bandung
2/17/2024,TRX061931,Guest,1544321,Yogyakarta
7/6/2024,TRX061932,Kairav Zulkarnain,672881,Semarang
10/24/2023,TRX061933,"Dt. Hasan Yulianti, M.Ak",848202,Jakarta
11/30/2024,TRX061934,Guest,386411,Yogyakarta
12/22/2023,TRX061935,Gara Simbolon,1196641,Semarang
10/11/2024,TRX061936,Guest,1259309,Bandung
8/18/2024,TRX061937,"Garang Pangestu, M.Ak",161650,Surabaya
8/8/2023,TRX061938,Anom Pradana,823562,Semarang
12/11/2024,TRX061939,Drs. Eluh Yolanda,839685,Yogyakarta
9/16/2023,TRX061940,Nabila Adriansyah,305743,Jakarta
2/25/2023,TRX061941,Guest,315587,Semarang
4/12/2023,TRX061942,Asirwanda Aryani,381822,Bandung
2/18/2023,TRX061943,Ami Mayasari,179499,Surabaya
4/17/2024,TRX061944,Arta Mahendra,398316,Semarang
1/8/2024,TRX061945,"Endah Hasanah, S.Farm",865707,Yogyakarta
6/28/2023,TRX061946,Guest,1314268,Semarang
7/15/2024,TRX061947,Guest,61594,Bandung
4/8/2024,TRX061948,drg. Cici Zulaika,366948,Semarang
12/25/2024,TRX061949,Guest,1437290,Jakarta
9/14/2024,TRX061950,"Latif Firmansyah, S.IP",5142,Surabaya
9/24/2024,TRX061951,Hamzah Riyanti,23539,Semarang
4/30/2024,TRX061952,Guest,225372,Jakarta
6/18/2023,TRX061953,"dr. Lidya Dongoran, S.Kom",1059490,Yogyakarta
5/23/2023,TRX061954,Guest,810394,Bandung
12/14/2023,TRX061955,Guest,610800,Semarang
4/28/2024,TRX061956,"KH. Irwan Lestari, M.Farm",1084469,Bandung
11/5/2024,TRX061957,Guest,1127536,Surabaya
12/24/2024,TRX061958,Guest,379372,Yogyakarta
11/25/2023,TRX061959,Guest,774459,Jakarta
2/18/2023,TRX061960,R.A. Carla Wastuti,308588,Surabaya
5/12/2023,TRX061961,Guest,1566957,Semarang
6/28/2023,TRX061962,Guest,27189,Jakarta
12/11/2023,TRX061963,Dt. Dipa Kusmawati,940087,Jakarta
9/23/2024,TRX061964,"Dr. Zulfa Permadi, S.Gz",1094835,Jakarta
9/12/2023,TRX061965,Tgk. Sarah Hutapea,580204,Semarang
5/1/2023,TRX061966,"Luthfi Widodo, M.Pd",1212292,Bandung
11/8/2024,TRX061967,Guest,856400,Jakarta
6/10/2023,TRX061968,Guest,508247,Jakarta
7/9/2023,TRX061969,"Dimas Adriansyah, M.Kom.",664572,Yogyakarta
5/1/2024,TRX061970,Daruna Suartini,1036593,Jakarta
6/22/2023,TRX061971,Guest,250295,Jakarta
1/17/2024,TRX061972,Guest,396718,Bandung
10/3/2023,TRX061973,"dr. Nadine Iswahyudi, M.Kom.",736612,Semarang
10/20/2023,TRX061974,Guest,1441658,Semarang
11/24/2024,TRX061975,Waluyo Mulyani,687639,Yogyakarta
8/6/2024,TRX061976,Guest,1118039,Jakarta
1/10/2024,TRX061977,Guest,313962,Yogyakarta
11/19/2023,TRX061978,Guest,639983,Bandung
10/2/2024,TRX061979,Guest,1259301,Yogyakarta
1/13/2023,TRX061980,Guest,57260,Yogyakarta
9/11/2023,TRX061981,Dt. Ganjaran Uyainah,799499,Bandung
11/28/2024,TRX061982,Kambali Wijaya,585540,Yogyakarta
1/14/2023,TRX061983,Karen Sihombing,943504,Surabaya
4/8/2024,TRX061984,Guest,1698753,Yogyakarta
8/13/2024,TRX061985,Arta Jailani,614535,Semarang
11/21/2023,TRX061986,"Adiarja Firmansyah, S.Pd",295532,Bandung
7/12/2024,TRX061987,Guest,297166,Surabaya
5/16/2023,TRX061988,Drs. Kiandra Prasasta,262517,Jakarta
12/5/2023,TRX061989,Drs. Tira Yuliarti,35024,Jakarta
9/15/2023,TRX061990,"Wani Aryani, S.Pd",429499,Surabaya
3/14/2024,TRX061991,Guest,1085489,Bandung
4/25/2024,TRX061992,Guest,1088551,Surabaya
3/26/2024,TRX061993,Guest,199227,Surabaya
6/2/2023,TRX061994,Rika Dabukke,63745,Surabaya
9/1/2023,TRX061995,Guest,516167,Bandung
9/25/2024,TRX061996,"Tgk. Kezia Adriansyah, S.Gz",842352,Semarang
1/20/2024,TRX061997,Kiandra Winarno,651490,Yogyakarta
3/28/2024,TRX061998,Siska Winarno,278251,Semarang
11/13/2024,TRX061999,Guest,1061723,Jakarta
5/11/2024,TRX062000,Guest,424469,Semarang
6/16/2024,TRX062001,"Gilda Puspita, S.I.Kom",693757,Yogyakarta
7/15/2023,TRX062002,Baktiono Hariyah,627810,Yogyakarta
7/31/2024,TRX062003,Guest,482949,Bandung
1/12/2023,TRX062004,"Ir. Zahra Laksita, S.T.",904101,Bandung
3/30/2024,TRX062005,Guest,349262,Bandung
11/24/2023,TRX062006,Anggabaya Mustofa,15074,Bandung
3/24/2023,TRX062007,Kusuma Nasyidah,1283401,Yogyakarta
2/21/2024,TRX062008,Guest,760092,Jakarta
7/26/2023,TRX062009,"Vega Waluyo, M.Kom.",158088,Surabaya
7/10/2024,TRX062010,Guest,135701,Semarang
1/5/2023,TRX062011,Guest,411333,Jakarta
2/15/2024,TRX062012,Guest,546372,Bandung
3/12/2024,TRX062013,Karya Prayoga,969801,Jakarta
7/5/2023,TRX062014,"Tgk. Sarah Yolanda, S.IP",233730,Bandung
2/19/2024,TRX062015,Dr. Elvina Habibi,1362660,Yogyakarta
5/9/2024,TRX062016,Guest,363616,Bandung
9/28/2024,TRX062017,Warta Pudjiastuti,87240,Jakarta
11/3/2023,TRX062018,Faizah Latupono,916904,Yogyakarta
1/14/2023,TRX062019,"Hj. Yessi Kurniawan, S.Psi",548320,Jakarta
9/15/2024,TRX062020,Guest,377259,Semarang
12/12/2024,TRX062021,Guest,469100,Semarang
8/15/2024,TRX062022,Guest,198219,Surabaya
2/9/2023,TRX062023,Tgk. Eva Laksmiwati,932308,Semarang
4/15/2024,TRX062024,Guest,265355,Yogyakarta
8/2/2023,TRX062025,Guest,486576,Surabaya
4/22/2024,TRX062026,Guest,71056,Bandung
5/20/2023,TRX062027,"Bajragin Purnawati, S.Pd",548995,Surabaya
6/23/2023,TRX062028,Caturangga Mansur,804037,Bandung
9/24/2024,TRX062029,Ir. Eli Latupono,326686,Semarang
4/25/2023,TRX062030,Guest,1052244,Yogyakarta
5/26/2024,TRX062031,Guest,412035,Semarang
2/4/2024,TRX062032,Guest,804932,Yogyakarta
10/8/2023,TRX062033,Daliono Rahmawati,585098,Yogyakarta
6/29/2024,TRX062034,Guest,1065871,Bandung
1/16/2023,TRX062035,Raisa Zulkarnain,714744,Semarang
8/11/2023,TRX062036,Kartika Sudiati,1698379,Yogyakarta
2/14/2024,TRX062037,Sadina Pratiwi,224349,Yogyakarta
3/12/2023,TRX062038,Guest,551159,Surabaya
10/20/2023,TRX062039,Guest,283551,Semarang
10/11/2024,TRX062040,Guest,103162,Jakarta
11/14/2024,TRX062041,"Drs. Dariati Anggriawan, M.Farm",276808,Surabaya
12/31/2023,TRX062042,Intan Namaga,976061,Yogyakarta
11/7/2023,TRX062043,R. Cornelia Suryatmi,397710,Semarang
9/14/2023,TRX062044,Dt. Cagak Nainggolan,1005166,Jakarta
1/26/2023,TRX062045,Guest,698883,Bandung
11/26/2024,TRX062046,Guest,771287,Jakarta
7/6/2023,TRX062047,Guest,964747,Semarang
9/1/2024,TRX062048,Dono Rahmawati,1152715,Semarang
3/23/2023,TRX062049,Guest,638943,Bandung
9/18/2024,TRX062050,Jarwa Pudjiastuti,429365,Jakarta
1/6/2024,TRX062051,Guest,680770,Yogyakarta
1/27/2024,TRX062052,Guest,289596,Yogyakarta
12/7/2023,TRX062053,Guest,778262,Semarang
1/20/2023,TRX062054,Halima Pangestu,331757,Surabaya
11/12/2024,TRX062055,R. Perkasa Permadi,305490,Yogyakarta
11/29/2023,TRX062056,Titin Mandala,552534,Semarang
6/19/2024,TRX062057,Guest,881460,Yogyakarta
10/15/2023,TRX062058,Guest,617584,Semarang
7/27/2024,TRX062059,Guest,587021,Surabaya
11/4/2023,TRX062060,Guest,628899,Jakarta
3/14/2023,TRX062061,Guest,129480,Yogyakarta
10/16/2024,TRX062062,Guest,1050596,Jakarta
10/5/2023,TRX062063,Anggabaya Sitorus,547729,Surabaya
8/7/2024,TRX062064,Guest,1880312,Bandung
7/3/2023,TRX062065,Puti Zelda Palastri,156100,Semarang
5/10/2023,TRX062066,Dr. Chelsea Usada,353570,Bandung
7/4/2024,TRX062067,Guest,1359186,Semarang
8/18/2023,TRX062068,Asmadi Firgantoro,668576,Surabaya
12/2/2023,TRX062069,"T. Galar Prabowo, S.E.",876839,Jakarta
12/31/2024,TRX062070,Guest,1351009,Surabaya
2/16/2024,TRX062071,Guest,816370,Semarang
2/4/2023,TRX062072,Guest,908130,Yogyakarta
12/27/2024,TRX062073,Guest,653393,Semarang
5/17/2023,TRX062074,Guest,1373614,Bandung
5/19/2023,TRX062075,Guest,273465,Yogyakarta
8/30/2024,TRX062076,Titi Kuswoyo,1024345,Bandung
8/28/2023,TRX062077,Guest,500409,Jakarta
1/1/2024,TRX062078,Guest,958895,Jakarta
3/7/2023,TRX062079,Guest,938723,Surabaya
3/25/2023,TRX062080,Guest,234702,Yogyakarta
11/10/2024,TRX062081,Guest,783125,Yogyakarta
5/14/2024,TRX062082,Guest,282258,Jakarta
11/4/2023,TRX062083,Ajiono Palastri,85752,Yogyakarta
6/7/2024,TRX062084,Guest,857085,Surabaya
10/11/2024,TRX062085,Saka Maryadi,620550,Yogyakarta
2/20/2024,TRX062086,Guest,194474,Yogyakarta
7/13/2023,TRX062087,Guest,733338,Semarang
3/1/2024,TRX062088,Martana Sitompul,229368,Yogyakarta
9/28/2024,TRX062089,"Dt. Wadi Natsir, M.Kom.",497418,Bandung
9/6/2023,TRX062090,"Yuliana Simanjuntak, M.M.",1147304,Semarang
7/7/2024,TRX062091,Irsad Melani,417500,Semarang
2/17/2023,TRX062092,Guest,712870,Semarang
12/25/2023,TRX062093,Rudi Anggriawan,1508984,Yogyakarta
7/5/2024,TRX062094,Guest,388640,Surabaya
9/17/2023,TRX062095,Guest,338112,Jakarta
2/6/2024,TRX062096,Guest,282876,Yogyakarta
2/4/2023,TRX062097,Guest,350747,Yogyakarta
4/30/2024,TRX062098,"Jessica Sihombing, S.Sos",1680650,Bandung
1/7/2023,TRX062099,Guest,184513,Yogyakarta
11/7/2024,TRX062100,Guest,278171,Bandung
9/27/2023,TRX062101,Guest,181469,Surabaya
8/23/2023,TRX062102,Ir. Edi Pangestu,351675,Semarang
12/12/2023,TRX062103,Guest,1254375,Jakarta
11/17/2024,TRX062104,"Dr. Galiono Tamba, M.Kom.",107704,Bandung
12/15/2024,TRX062105,"H. Kacung Maheswara, M.Ak",196885,Surabaya
4/18/2023,TRX062106,Guest,326516,Bandung
5/13/2024,TRX062107,Septi Pangestu,205262,Bandung
1/19/2024,TRX062108,Harto Halimah,883537,Surabaya
9/12/2024,TRX062109,Guest,894035,Yogyakarta
7/16/2023,TRX062110,Guest,1075980,Surabaya
3/24/2023,TRX062111,Patricia Nainggolan,122946,Jakarta
3/24/2024,TRX062112,Raina Pranowo,210970,Jakarta
6/14/2023,TRX062113,Tari Kusmawati,767829,Semarang
3/8/2024,TRX062114,Guest,138243,Jakarta
3/9/2023,TRX062115,Guest,473640,Jakarta
2/4/2023,TRX062116,"R.M. Okta Widodo, S.E.I",73990,Jakarta
7/8/2024,TRX062117,Guest,611878,Jakarta
11/20/2024,TRX062118,Putri Wulandari,823809,Bandung
9/27/2023,TRX062119,Sabri Maryati,1154996,Jakarta
12/1/2023,TRX062120,Guest,522272,Bandung
2/11/2024,TRX062121,Guest,342439,Jakarta
7/25/2023,TRX062122,Purwanto Yuniar,413384,Yogyakarta
10/22/2024,TRX062123,Guest,722767,Semarang
3/20/2023,TRX062124,Nrima Kusumo,1031714,Bandung
9/14/2023,TRX062125,Guest,343636,Semarang
4/2/2024,TRX062126,Ophelia Santoso,673033,Semarang
11/29/2024,TRX062127,Guest,527658,Yogyakarta
8/28/2024,TRX062128,"R. Kalim Suryatmi, M.Ak",93866,Jakarta
2/11/2024,TRX062129,"R. Ade Kuswoyo, M.Ak",224234,Yogyakarta
4/17/2023,TRX062130,Guest,1086336,Bandung
7/3/2023,TRX062131,Prayoga Situmorang,94353,Bandung
3/7/2024,TRX062132,Adiarja Sihombing,1666980,Yogyakarta
12/10/2023,TRX062133,Guest,232762,Surabaya
2/21/2023,TRX062134,Imam Lailasari,764527,Surabaya
6/24/2024,TRX062135,"Farah Wahyudin, S.E.",128294,Yogyakarta
7/2/2024,TRX062136,"Kasiyah Yuniar, M.Ak",279024,Semarang
12/29/2024,TRX062137,Guest,1015675,Jakarta
9/15/2024,TRX062138,Eka Melani,1644312,Jakarta
9/11/2024,TRX062139,Guest,791205,Bandung
5/13/2024,TRX062140,Damar Astuti,377166,Yogyakarta
1/4/2024,TRX062141,"Gamanto Prastuti, S.Ked",528714,Bandung
12/10/2023,TRX062142,"Zizi Nasyidah, M.M.",327200,Surabaya
6/1/2024,TRX062143,Puti Andriani,231122,Bandung
11/24/2023,TRX062144,Jane Pratiwi,709858,Jakarta
7/19/2023,TRX062145,Tasdik Sitompul,290434,Jakarta
4/29/2024,TRX062146,Guest,1187379,Yogyakarta
8/27/2024,TRX062147,"R.A. Anita Ramadan, S.Pd",1644019,Bandung
9/7/2024,TRX062148,Guest,469540,Surabaya
11/13/2024,TRX062149,Guest,94314,Jakarta
5/3/2024,TRX062150,Guest,260688,Semarang
7/5/2024,TRX062151,Surya Prayoga,184558,Surabaya
6/7/2024,TRX062152,Guest,824878,Surabaya
3/25/2023,TRX062153,Respati Hutapea,680555,Jakarta
3/12/2024,TRX062154,"R. Kayla Hastuti, S.Ked",711195,Jakarta
12/29/2024,TRX062155,Guest,193514,Surabaya
3/5/2024,TRX062156,Pangestu Najmudin,488439,Bandung
6/11/2024,TRX062157,"R.A. Jane Winarno, S.Psi",357502,Yogyakarta
10/12/2024,TRX062158,Gangsar Wijaya,220226,Jakarta
2/14/2023,TRX062159,Guest,925092,Surabaya
9/30/2024,TRX062160,"Yuliana Laksmiwati, M.Kom.",1181812,Semarang
2/19/2024,TRX062161,Atmaja Tampubolon,124249,Yogyakarta
12/4/2023,TRX062162,Azalea Ardianto,1590807,Bandung
3/21/2023,TRX062163,Guest,552761,Bandung
4/18/2023,TRX062164,Guest,608778,Jakarta
8/11/2024,TRX062165,Guest,63098,Semarang
7/16/2024,TRX062166,"Hj. Usyi Nasyidah, S.E.",86646,Jakarta
6/3/2024,TRX062167,Guest,416902,Yogyakarta
7/20/2024,TRX062168,"T. Okta Tampubolon, S.T.",850078,Bandung
4/1/2024,TRX062169,Guest,691503,Surabaya
10/20/2023,TRX062170,R.A. Maria Pudjiastuti,557120,Surabaya
10/21/2024,TRX062171,Guest,692421,Semarang
11/7/2023,TRX062172,dr. Jelita Ramadan,1571228,Semarang
12/23/2024,TRX062173,Guest,526900,Semarang
5/1/2024,TRX062174,Guest,163957,Bandung
7/18/2023,TRX062175,Bakda Simanjuntak,189053,Bandung
7/5/2023,TRX062176,Banawa Hasanah,349336,Bandung
3/27/2023,TRX062177,"Cut Fitria Prastuti, S.Pt",285143,Bandung
5/1/2024,TRX062178,Ida Wulandari,1135107,Bandung
10/17/2024,TRX062179,Tirtayasa Najmudin,231297,Bandung
4/8/2024,TRX062180,Guest,364894,Bandung
6/5/2024,TRX062181,Bakiadi Mustofa,126689,Semarang
11/27/2023,TRX062182,Enteng Laksita,900582,Semarang
10/28/2023,TRX062183,Warta Widiastuti,793134,Bandung
11/22/2023,TRX062184,Bakti Mardhiyah,610179,Surabaya
4/17/2024,TRX062185,Yuliana Hakim,494758,Jakarta
10/20/2023,TRX062186,Guest,614133,Semarang
5/3/2024,TRX062187,Argono Permata,1875938,Surabaya
11/29/2024,TRX062188,Guest,186550,Bandung
4/18/2024,TRX062189,Tgk. Ami Dabukke,753795,Bandung
1/24/2023,TRX062190,H. Najib Fujiati,679338,Surabaya
2/11/2024,TRX062191,Puti Tira Nugroho,857931,Semarang
2/10/2023,TRX062192,"Darmanto Permata, S.Psi",1254787,Jakarta
6/17/2024,TRX062193,Guest,522553,Bandung
10/15/2024,TRX062194,Guest,659196,Bandung
12/17/2023,TRX062195,"Hj. Diana Samosir, S.Kom",480748,Bandung
12/14/2023,TRX062196,Umar Prabowo,547341,Semarang
7/19/2024,TRX062197,Putri Widiastuti,621546,Jakarta
6/3/2024,TRX062198,Guest,350587,Yogyakarta
11/16/2024,TRX062199,Guest,786665,Bandung
7/15/2023,TRX062200,Tgk. Keisha Latupono,1065281,Surabaya
11/16/2023,TRX062201,Guest,959590,Jakarta
7/7/2024,TRX062202,Guest,632477,Bandung
1/18/2024,TRX062203,Intan Damanik,705927,Bandung
2/29/2024,TRX062204,dr. Lembah Riyanti,235830,Yogyakarta
10/18/2023,TRX062205,Sakura Agustina,1205838,Bandung
8/26/2023,TRX062206,Karja Rahayu,24622,Surabaya
6/20/2023,TRX062207,Guest,430270,Surabaya
4/22/2024,TRX062208,Guest,1238703,Surabaya
12/23/2024,TRX062209,Harto Waluyo,613901,Semarang
1/9/2024,TRX062210,"Nadine Anggriawan, S.H.",1168045,Bandung
11/12/2023,TRX062211,"Tgk. Betania Prayoga, M.Ak",68793,Bandung
3/26/2023,TRX062212,Citra Kurniawan,451227,Semarang
3/14/2023,TRX062213,Guest,391110,Yogyakarta
11/26/2023,TRX062214,Guest,510573,Semarang
3/12/2024,TRX062215,Guest,1393810,Jakarta
1/8/2024,TRX062216,"Amalia Hasanah, S.Pd",1106013,Semarang
6/3/2023,TRX062217,Guest,261746,Jakarta
4/29/2024,TRX062218,"drg. Anastasia Hutagalung, M.Ak",933699,Bandung
4/9/2024,TRX062219,"Ir. Endah Saputra, S.H.",430399,Surabaya
2/22/2023,TRX062220,Guest,116417,Surabaya
3/28/2023,TRX062221,Maras Suwarno,635923,Semarang
10/19/2024,TRX062222,Guest,1003378,Surabaya
12/19/2023,TRX062223,Guest,1005050,Semarang
1/28/2024,TRX062224,Guest,1424282,Yogyakarta
6/15/2023,TRX062225,Zulaikha Winarsih,451580,Bandung
2/4/2024,TRX062226,Guest,171360,Semarang
2/15/2024,TRX062227,Novi Iswahyudi,1533288,Semarang
9/30/2024,TRX062228,dr. Maimunah Hassanah,181535,Bandung
8/1/2024,TRX062229,Guest,1076949,Jakarta
7/4/2024,TRX062230,Guest,618292,Bandung
3/25/2023,TRX062231,Wahyu Wastuti,591030,Bandung
7/6/2024,TRX062232,Guest,994766,Bandung
2/28/2023,TRX062233,Guest,626419,Semarang
1/12/2024,TRX062234,"Ella Prasasta, M.Ak",122582,Jakarta
5/9/2023,TRX062235,"Danang Wibowo, S.Kom",104714,Jakarta
4/6/2024,TRX062236,Hani Megantara,370544,Semarang
8/24/2024,TRX062237,Guest,857289,Yogyakarta
6/3/2023,TRX062238,Guest,6763,Surabaya
1/28/2023,TRX062239,Guest,1020476,Semarang
2/16/2023,TRX062240,Rika Mangunsong,50463,Jakarta
7/25/2024,TRX062241,Guest,469712,Surabaya
11/30/2023,TRX062242,Abyasa Haryanti,760995,Semarang
9/18/2023,TRX062243,Kania Usamah,799869,Surabaya
2/12/2024,TRX062244,"Kawaya Waskita, S.T.",885107,Bandung
9/1/2023,TRX062245,"Dt. Lamar Saptono, S.T.",46211,Semarang
4/15/2023,TRX062246,Guest,667641,Semarang
3/8/2024,TRX062247,"Hj. Elisa Budiyanto, S.Psi",308402,Yogyakarta
10/12/2023,TRX062248,Guest,672436,Jakarta
12/31/2024,TRX062249,Darman Marpaung,26996,Surabaya
2/23/2024,TRX062250,Guest,863644,Surabaya
2/10/2023,TRX062251,Guest,834268,Surabaya
2/14/2024,TRX062252,Guest,344274,Semarang
12/3/2024,TRX062253,Tgk. Pia Budiman,896458,Jakarta
2/16/2024,TRX062254,"Cut Vicky Dabukke, M.TI.",731944,Semarang
10/11/2024,TRX062255,Bagya Nugroho,478586,Bandung
11/13/2023,TRX062256,Guest,273559,Surabaya
7/31/2024,TRX062257,Patricia Simbolon,484214,Yogyakarta
7/25/2023,TRX062258,Guest,385180,Jakarta
6/14/2023,TRX062259,Guest,1067155,Jakarta
9/2/2023,TRX062260,Drajat Mayasari,214788,Surabaya
5/11/2024,TRX062261,Guest,510823,Jakarta
12/9/2023,TRX062262,"Violet Mangunsong, M.TI.",102229,Bandung
12/3/2023,TRX062263,Guest,56224,Surabaya
12/12/2024,TRX062264,"Drs. Kiandra Hasanah, S.Pd",31902,Yogyakarta
7/5/2024,TRX062265,Guest,966308,Jakarta
8/4/2023,TRX062266,Guest,663372,Bandung
6/11/2024,TRX062267,Guest,373266,Jakarta
6/17/2024,TRX062268,Guest,58215,Bandung
7/26/2023,TRX062269,Guest,1136124,Semarang
8/19/2023,TRX062270,drg. Novi Hartati,496909,Jakarta
8/21/2023,TRX062271,Ana Mandala,828165,Jakarta
10/31/2024,TRX062272,Guest,1046489,Surabaya
4/2/2023,TRX062273,Guest,648208,Semarang
9/27/2023,TRX062274,Guest,234130,Surabaya
8/18/2024,TRX062275,Teddy Kusmawati,156957,Surabaya
9/12/2023,TRX062276,Guest,1632485,Jakarta
10/28/2024,TRX062277,Guest,870079,Yogyakarta
6/8/2023,TRX062278,Cinta Hutasoit,250032,Surabaya
1/2/2024,TRX062279,"KH. Bakda Safitri, M.Farm",359658,Bandung
10/20/2023,TRX062280,R. Cici Narpati,1443986,Semarang
6/7/2024,TRX062281,Guest,158229,Surabaya
11/29/2023,TRX062282,Guest,940329,Yogyakarta
8/14/2024,TRX062283,Guest,218873,Semarang
12/3/2024,TRX062284,Guest,233393,Surabaya
6/18/2023,TRX062285,Estiawan Wahyuni,261087,Surabaya
5/28/2024,TRX062286,Guest,352583,Surabaya
10/7/2024,TRX062287,Guest,389916,Jakarta
6/28/2023,TRX062288,"T. Lembah Setiawan, S.Psi",183969,Surabaya
1/9/2023,TRX062289,Guest,454590,Surabaya
2/8/2024,TRX062290,Guest,415783,Bandung
3/15/2024,TRX062291,"Wadi Kusumo, M.TI.",1302951,Bandung
3/21/2024,TRX062292,Guest,268854,Semarang
11/26/2023,TRX062293,Galih Ardianto,781016,Jakarta
8/1/2023,TRX062294,Guest,361127,Bandung
9/22/2023,TRX062295,Guest,660147,Bandung
5/26/2024,TRX062296,"Ir. Ilyas Pratiwi, M.TI.",1369775,Jakarta
9/17/2024,TRX062297,Guest,171844,Yogyakarta
4/4/2024,TRX062298,Guest,707090,Yogyakarta
12/15/2024,TRX062299,Guest,577824,Bandung
3/31/2023,TRX062300,Guest,477128,Jakarta
2/5/2023,TRX062301,Gawati Rajata,902459,Jakarta
8/4/2024,TRX062302,Guest,974587,Surabaya
1/22/2023,TRX062303,Guest,960773,Jakarta
1/22/2023,TRX062304,Guest,134820,Bandung
6/5/2023,TRX062305,Titi Sudiati,236532,Yogyakarta
7/3/2024,TRX062306,"Kemba Siregar, M.TI.",1216154,Yogyakarta
3/26/2023,TRX062307,Guest,704309,Bandung
1/1/2023,TRX062308,Zelaya Pratama,717853,Surabaya
2/10/2023,TRX062309,dr. Eli Gunawan,1042110,Yogyakarta
1/21/2023,TRX062310,Guest,259156,Yogyakarta
7/30/2023,TRX062311,Guest,1154027,Yogyakarta
6/21/2023,TRX062312,Guest,1143932,Jakarta
3/4/2024,TRX062313,"Cakrawangsa Pradana, S.Ked",503937,Jakarta
2/13/2024,TRX062314,Guest,1032960,Surabaya
2/24/2024,TRX062315,Muhammad Setiawan,611289,Jakarta
4/3/2023,TRX062316,Guest,108399,Yogyakarta
4/22/2024,TRX062317,Gilda Rahimah,681947,Bandung
7/28/2024,TRX062318,Guest,953721,Bandung
1/14/2023,TRX062319,Usyi Wulandari,892122,Bandung
6/4/2024,TRX062320,Najwa Nasyiah,850998,Yogyakarta
6/7/2024,TRX062321,"Tira Wulandari, M.M.",1349641,Bandung
2/20/2024,TRX062322,Rina Riyanti,603043,Surabaya
9/20/2023,TRX062323,"Mumpuni Rahayu, S.I.Kom",870809,Jakarta
11/12/2023,TRX062324,Bakidin Purwanti,471446,Bandung
12/11/2024,TRX062325,"Karsa Lestari, M.Pd",1272309,Bandung
10/1/2024,TRX062326,Clara Yulianti,654515,Semarang
12/22/2024,TRX062327,Aris Sitorus,529289,Yogyakarta
8/17/2024,TRX062328,Guest,835364,Jakarta
3/13/2023,TRX062329,Kasiyah Saragih,240084,Semarang
2/5/2024,TRX062330,Guest,729281,Yogyakarta
5/28/2023,TRX062331,Guest,1101063,Jakarta
5/21/2024,TRX062332,Guest,1200492,Bandung
12/12/2024,TRX062333,Baktiono Puspita,508361,Bandung
5/12/2024,TRX062334,"Hj. Dian Pratiwi, M.Farm",372030,Yogyakarta
2/28/2024,TRX062335,Tgk. Lasmono Oktaviani,28413,Yogyakarta
12/20/2023,TRX062336,"Tgk. Hartaka Prasetya, S.H.",336561,Yogyakarta
1/4/2023,TRX062337,"Kacung Kusmawati, S.E.",1023526,Yogyakarta
6/1/2023,TRX062338,Lanang Yuniar,718050,Semarang
